Hour,DayOfWeek_encoded,ParkID_encoded,OccupancyRate_lag1
9,1,0,11.95840554592721
10,1,0,15.771230502599654
10,1,0,23.39688041594454
11,1,0,28.249566724436743
11,1,0,32.06239168110918
12,1,0,35.87521663778163
12,1,0,41.421143847487
13,1,0,42.287694974003465
13,1,0,42.114384748700175
14,1,0,41.76776429809359
14,1,0,39.68804159445407
15,1,0,34.48873483535529
15,1,0,31.19584055459272
16,1,0,28.942807625649912
16,1,0,26.51646447140381
7,2,0,23.050259965337958
8,2,0,8.665511265164644
8,2,0,9.01213171577123
9,2,0,9.878682842287697
9,2,0,14.038128249566723
10,2,0,16.81109185441941
10,2,0,21.66377816291161
11,2,0,24.956672443674176
11,2,0,28.942807625649912
12,2,0,29.2894280762565
13,2,0,31.889081455805893
13,2,0,33.27556325823224
14,2,0,32.582322357019066
14,2,0,32.582322357019066
14,2,0,29.636048526863085
15,2,0,26.51646447140381
16,2,0,22.53032928942808
16,2,0,21.66377816291161
8,3,0,19.930675909878683
8,3,0,8.838821490467938
9,3,0,9.705372616984402
9,3,0,10.398613518197571
10,3,0,13.864818024263432
10,3,0,20.623916811091853
11,3,0,23.91681109185442
11,3,0,32.06239168110918
12,3,0,33.795493934142115
12,3,0,33.795493934142115
12,3,0,33.10225303292894
13,3,0,33.968804159445405
13,3,0,33.10225303292894
14,3,0,32.40901213171577
15,3,0,30.67590987868284
15,3,0,26.689774696707104
16,3,0,24.61005199306759
16,3,0,20.797227036395142
8,4,0,18.71750433275563
8,4,0,8.31889081455806
8,4,0,9.705372616984402
9,4,0,12.305025996533796
10,4,0,16.81109185441941
10,4,0,19.930675909878683
11,4,0,23.39688041594454
11,4,0,26.689774696707104
12,4,0,31.022530329289427
12,4,0,31.7157712305026
13,4,0,31.542461005199307
13,4,0,29.636048526863085
13,4,0,29.98266897746967
14,4,0,31.022530329289427
15,4,0,28.942807625649912
15,4,0,27.03639514731369
16,4,0,25.12998266897747
16,4,0,23.570190641247837
8,5,0,20.623916811091853
8,5,0,7.452339688041595
8,5,0,8.31889081455806
9,5,0,10.225303292894282
9,5,0,15.59792027729636
10,5,0,23.39688041594454
10,5,0,31.36915077989601
11,5,0,38.82149046793761
12,5,0,42.114384748700175
12,5,0,48.18024263431543
13,5,0,49.91334488734835
13,5,0,57.36568457538995
13,5,0,60.831889081455806
14,5,0,62.56499133448874
15,5,0,59.96533795493934
15,5,0,63.95147313691508
16,5,0,67.59098786828423
16,5,0,63.77816291161179
8,6,0,58.925476603119584
8,6,0,6.065857885615252
9,6,0,6.065857885615252
9,6,0,6.239168110918544
10,6,0,6.759098786828423
10,6,0,7.972270363951473
10,6,0,9.185441941074524
11,6,0,13.344887348353552
11,6,0,16.63778162911612
12,6,0,21.49046793760832
13,6,0,26.51646447140381
13,6,0,30.84922010398613
13,6,0,32.582322357019066
14,6,0,37.43500866551126
15,6,0,38.9948006932409
15,6,0,36.5684575389948
15,6,0,32.582322357019066
16,6,0,28.249566724436743
8,0,0,22.53032928942808
8,0,0,5.1993067590987865
8,0,0,6.58578856152513
9,0,0,8.492201039861351
9,0,0,10.571923743500866
10,0,0,15.077989601386482
10,0,0,19.064124783362217
11,0,0,24.61005199306759
11,0,0,27.209705372616984
12,0,0,27.209705372616984
12,0,0,27.729636048526864
13,0,0,26.689774696707104
13,0,0,27.90294627383016
14,0,0,28.07625649913345
15,0,0,27.03639514731369
15,0,0,25.64991334488735
16,0,0,21.49046793760832
16,0,0,20.623916811091853
7,1,0,20.450606585788563
8,1,0,5.892547660311958
8,1,0,6.239168110918544
9,1,0,7.972270363951473
9,1,0,11.785095320623917
10,1,0,19.410745233968804
11,1,0,25.99653379549393
11,1,0,30.84922010398613
11,1,0,33.968804159445405
12,1,0,40.901213171577126
13,1,0,43.32755632582322
13,1,0,43.8474870017331
14,1,0,41.074523396880416
14,1,0,38.64818024263432
15,1,0,33.968804159445405
15,1,0,28.249566724436743
16,1,0,24.956672443674176
16,1,0,22.0103986135182
8,2,0,18.370883882149048
8,2,0,5.545927209705373
9,2,0,6.412478336221837
9,2,0,7.452339688041595
10,2,0,10.571923743500866
10,2,0,15.251299826689774
11,2,0,18.54419410745234
11,2,0,22.53032928942808
12,2,0,26.16984402079723
12,2,0,26.34315424610052
13,2,0,27.729636048526864
13,2,0,29.80935875216638
14,2,0,29.80935875216638
14,2,0,28.249566724436743
15,2,0,26.34315424610052
15,2,0,23.223570190641247
16,2,0,21.49046793760832
16,2,0,18.71750433275563
8,3,0,16.291161178509533
8,3,0,6.239168110918544
9,3,0,7.105719237435009
9,3,0,8.492201039861351
10,3,0,11.26516464471404
10,3,0,16.11785095320624
11,3,0,21.837088388214905
11,3,0,27.729636048526864
12,3,0,32.23570190641248
12,3,0,34.835355285961874
13,3,0,36.04852686308492
13,3,0,36.04852686308492
14,3,0,34.66204506065858
14,3,0,34.835355285961874
15,3,0,32.92894280762565
15,3,0,28.07625649913345
16,3,0,26.51646447140381
16,3,0,25.476603119584052
8,4,0,23.570190641247837
8,4,0,6.759098786828423
9,4,0,7.279029462738301
9,4,0,10.918544194107453
10,4,0,14.211438474870018
10,4,0,21.14384748700173
11,4,0,25.476603119584052
11,4,0,29.2894280762565
12,4,0,33.10225303292894
12,4,0,32.582322357019066
13,4,0,30.84922010398613
13,4,0,28.42287694974004
14,4,0,28.76949740034662
14,4,0,29.462738301559792
15,4,0,27.90294627383016
15,4,0,28.07625649913345
16,4,0,24.61005199306759
16,4,0,23.91681109185442
8,5,0,21.49046793760832
8,5,0,5.719237435008665
9,5,0,6.412478336221837
9,5,0,8.665511265164644
10,5,0,12.65164644714038
10,5,0,21.49046793760832
11,5,0,27.55632582322357
11,5,0,36.741767764298096
12,5,0,43.500866551126514
12,5,0,50.43327556325824
13,5,0,53.03292894280762
13,5,0,55.63258232235702
14,5,0,59.09878682842288
14,5,0,66.37781629116118
15,5,0,72.09705372616985
15,5,0,77.81629116117851
16,5,0,76.60311958405546
16,5,0,72.44367417677643
8,6,0,61.69844020797227
8,6,0,3.9861351819757367
9,6,0,4.15944540727903
9,6,0,4.679376083188908
10,6,0,4.852686308492201
10,6,0,5.545927209705373
11,6,0,7.972270363951473
11,6,0,11.95840554592721
12,6,0,16.464471403812826
12,6,0,22.18370883882149
13,6,0,26.689774696707104
13,6,0,33.10225303292894
14,6,0,35.35528596187175
14,6,0,38.12824956672444
15,6,0,40.38128249566724
15,6,0,38.12824956672444
16,6,0,35.52859618717504
16,6,0,29.462738301559792
8,0,0,23.050259965337958
8,0,0,5.37261698440208
9,0,0,6.239168110918544
9,0,0,7.279029462738301
10,0,0,10.571923743500866
10,0,0,14.731369150779896
11,0,0,17.157712305025996
11,0,0,22.357019064124785
12,0,0,23.39688041594454
12,0,0,27.38301559792028
13,0,0,26.689774696707104
13,0,0,28.249566724436743
14,0,0,26.34315424610052
14,0,0,24.783362218370883
15,0,0,21.837088388214905
15,0,0,20.97053726169844
16,0,0,19.584055459272097
16,0,0,17.85095320623917
7,1,0,15.424610051993067
8,1,0,5.545927209705373
8,1,0,6.58578856152513
9,1,0,8.145580589254767
9,1,0,13.69150779896014
10,1,0,19.584055459272097
11,1,0,29.636048526863085
11,1,0,36.22183708838821
11,1,0,39.168110918544194
12,1,0,39.34142114384749
12,1,0,38.47487001733102
13,1,0,39.86135181975737
14,1,0,40.38128249566724
14,1,0,42.98093587521664
15,1,0,37.43500866551126
15,1,0,29.462738301559792
15,1,0,27.38301559792028
16,1,0,23.570190641247837
8,2,0,19.75736568457539
8,2,0,6.58578856152513
9,2,0,6.932409012131716
9,2,0,9.358752166377815
10,2,0,11.091854419410746
10,2,0,17.157712305025996
11,2,0,22.357019064124785
11,2,0,25.82322357019064
12,2,0,28.249566724436743
12,2,0,30.155979202772965
13,2,0,29.80935875216638
13,2,0,30.502599653379548
14,2,0,32.40901213171577
14,2,0,31.542461005199307
15,2,0,31.36915077989601
15,2,0,27.55632582322357
16,2,0,25.12998266897747
16,2,0,24.263431542461007
8,3,0,21.66377816291161
8,3,0,5.892547660311958
9,3,0,6.58578856152513
9,3,0,8.838821490467938
9,3,0,11.95840554592721
10,3,0,18.71750433275563
11,3,0,25.30329289428076
11,3,0,31.542461005199307
12,3,0,32.23570190641248
12,3,0,36.22183708838821
13,3,0,36.39514731369151
13,3,0,37.08838821490468
14,3,0,36.741767764298096
14,3,0,33.44887348353553
14,3,0,30.329289428076255
15,3,0,25.99653379549393
15,3,0,23.570190641247837
16,3,0,22.53032928942808
8,4,0,19.75736568457539
8,4,0,6.065857885615252
9,4,0,6.412478336221837
10,4,0,12.65164644714038
10,4,0,20.27729636048527
11,4,0,27.209705372616984
11,4,0,33.62218370883882
12,4,0,34.1421143847487
12,4,0,35.52859618717504
13,4,0,33.44887348353553
13,4,0,34.835355285961874
14,4,0,37.60831889081456
14,4,0,36.915077989601386
15,4,0,33.968804159445405
15,4,0,29.11611785095321
16,4,0,28.42287694974004
16,4,0,26.689774696707104
7,5,0,24.263431542461007
8,5,0,5.025996533795494
8,5,0,5.892547660311958
9,5,0,8.838821490467938
10,5,0,17.677642980935875
10,5,0,26.34315424610052
10,5,0,33.968804159445405
11,5,0,40.72790294627383
12,5,0,46.62045060658579
12,5,0,50.77989601386482
13,5,0,58.925476603119584
13,5,0,69.32409012131716
14,5,0,74.35008665511265
14,5,0,85.2686308492201
15,5,0,81.97573656845753
15,5,0,83.53552859618718
16,5,0,84.74870017331023
16,5,0,78.33622183708839
8,6,0,74.69670710571924
8,6,0,3.466204506065858
9,6,0,3.812824956672444
9,6,0,3.639514731369151
10,6,0,4.15944540727903
10,6,0,4.852686308492201
11,6,0,7.625649913344887
11,6,0,16.464471403812826
12,6,0,22.18370883882149
12,6,0,28.249566724436743
13,6,0,33.62218370883882
13,6,0,42.63431542461005
14,6,0,46.447140381282495
14,6,0,53.20623916811092
15,6,0,53.55285961871751
15,6,0,50.25996533795494
16,6,0,47.83362218370884
16,6,0,40.03466204506066
8,0,0,31.19584055459272
8,0,0,4.506065857885615
9,0,0,5.545927209705373
9,0,0,6.759098786828423
10,0,0,9.358752166377815
10,0,0,13.518197573656844
11,0,0,15.944540727902949
11,0,0,17.157712305025996
11,0,0,19.930675909878683
12,0,0,21.14384748700173
12,0,0,23.570190641247837
13,0,0,25.30329289428076
14,0,0,25.476603119584052
14,0,0,23.91681109185442
14,0,0,20.623916811091853
15,0,0,19.23743500866551
15,0,0,16.984402079722702
16,0,0,16.11785095320624
7,1,0,14.38474870017331
8,1,0,4.15944540727903
9,1,0,5.545927209705373
9,1,0,7.79896013864818
10,1,0,11.43847487001733
10,1,0,20.103986135181977
11,1,0,26.689774696707104
11,1,0,32.582322357019066
12,1,0,36.22183708838821
12,1,0,39.51473136915078
12,1,0,40.20797227036395
13,1,0,40.55459272097054
13,1,0,40.55459272097054
14,1,0,39.34142114384749
14,1,0,35.52859618717504
15,1,0,30.329289428076255
15,1,0,27.729636048526864
16,1,0,23.743500866551127
8,2,0,21.14384748700173
8,2,0,4.852686308492201
8,2,0,5.025996533795494
9,2,0,5.892547660311958
10,2,0,8.145580589254767
10,2,0,12.478336221837088
11,2,0,17.33102253032929
11,2,0,22.18370883882149
11,2,0,26.34315424610052
12,2,0,28.76949740034662
13,2,0,30.67590987868284
13,2,0,32.40901213171577
13,2,0,31.36915077989601
14,2,0,30.67590987868284
15,2,0,25.99653379549393
15,2,0,21.837088388214905
16,2,0,20.623916811091853
16,2,0,17.677642980935875
8,3,0,15.944540727902949
8,3,0,5.545927209705373
9,3,0,5.892547660311958
9,3,0,9.01213171577123
10,3,0,14.038128249566723
10,3,0,19.064124783362217
11,3,0,22.703639514731368
11,3,0,28.942807625649912
12,3,0,32.40901213171577
12,3,0,34.66204506065858
13,3,0,36.5684575389948
13,3,0,39.86135181975737
13,3,0,37.954939341421145
14,3,0,37.08838821490468
14,3,0,33.62218370883882
15,3,0,30.502599653379548
15,3,0,27.209705372616984
16,3,0,25.476603119584052
8,4,0,23.223570190641247
9,4,0,7.625649913344887
9,4,0,10.398613518197571
10,4,0,18.370883882149048
10,4,0,38.47487001733102
11,4,0,49.04679376083189
11,4,0,57.36568457538995
12,4,0,64.12478336221837
12,4,0,65.8578856152513
13,4,0,67.59098786828423
13,4,0,66.89774696707106
14,4,0,66.55112651646448
14,4,0,61.871750433275565
15,4,0,61.52512998266898
15,4,0,59.09878682842288
16,4,0,57.712305025996535
16,4,0,45.75389948006932
8,5,0,42.98093587521664
8,5,0,6.759098786828423
9,5,0,7.105719237435009
9,5,0,10.225303292894282
10,5,0,19.23743500866551
10,5,0,27.729636048526864
11,5,0,33.795493934142115
11,5,0,42.80762564991335
12,5,0,51.64644714038128
12,5,0,63.77816291161179
13,5,0,74.17677642980937
13,5,0,84.74870017331023
14,5,0,88.0415944540728
14,5,0,95.49393414211438
15,5,0,99.30675909878684
15,5,0,98.26689774696708
16,5,0,95.49393414211438
16,5,0,94.10745233968804
8,6,0,86.82842287694974
8,6,0,3.812824956672444
9,6,0,3.812824956672444
9,6,0,3.9861351819757367
10,6,0,4.15944540727903
10,6,0,6.065857885615252
11,6,0,11.26516464471404
11,6,0,16.984402079722702
12,6,0,25.476603119584052
12,6,0,30.67590987868284
13,6,0,38.64818024263432
13,6,0,44.88734835355286
14,6,0,50.43327556325824
14,6,0,52.68630849220104
15,6,0,51.99306759098787
15,6,0,50.60658578856152
16,6,0,49.04679376083189
16,6,0,41.59445407279029
8,0,0,34.48873483535529
8,0,0,3.466204506065858
9,0,0,4.852686308492201
9,0,0,5.719237435008665
10,0,0,8.838821490467938
10,0,0,14.211438474870018
11,0,0,19.410745233968804
11,0,0,25.476603119584052
12,0,0,32.40901213171577
12,0,0,35.52859618717504
13,0,0,37.60831889081456
13,0,0,38.82149046793761
14,0,0,38.82149046793761
14,0,0,36.22183708838821
15,0,0,34.48873483535529
15,0,0,29.636048526863085
16,0,0,25.99653379549393
16,0,0,22.703639514731368
7,1,0,23.050259965337958
8,1,0,3.466204506065858
9,1,0,4.15944540727903
9,1,0,6.58578856152513
10,1,0,9.185441941074524
10,1,0,15.59792027729636
11,1,0,22.87694974003466
11,1,0,28.59618717504333
11,1,0,32.582322357019066
12,1,0,33.27556325823224
13,1,0,35.70190641247834
13,1,0,36.04852686308492
14,1,0,35.70190641247834
14,1,0,31.19584055459272
14,1,0,29.2894280762565
15,1,0,26.34315424610052
16,1,0,23.91681109185442
16,1,0,22.18370883882149
8,2,0,19.75736568457539
8,2,0,2.946273830155979
9,2,0,4.15944540727903
9,2,0,6.065857885615252
10,2,0,8.492201039861351
10,2,0,14.038128249566723
10,2,0,18.54419410745234
11,2,0,23.223570190641247
12,2,0,27.55632582322357
12,2,0,31.542461005199307
